date	Worldwide Profit	Domestic Profit	zero
4716	-232516	-232516	0
4717	2473762	-125021	0
4718	884276	884276	0
4719	807075	807075	0
4720	4790000	4790000	0
4721	24800000	13300000	0
4722	99550000	8550000	0
4723	7800000	7800000	0
4724	6418578	4305922	0
4725	3300000	3300000	0
4726	2230735	2230735	0
4727	1800000	1800000	0
4728	960268	960268	0
4729	239651	181225	0
4730	36806	36806	0
4731	12989	12989	0
4732	-25318	-25318	0
4733	-37395	-37395	0
4734	-59984	-59984	0
4735	146106	-73979	0
4736	-157890	-157890	0
4737	-147557	-171165	0
4738	-192967	-192967	0
4739	-194118	-194118	0
4740	-196352	-196352	0
4741	-198783	-198783	0
4742	-200000	-200000	0
4743	-200000	-200000	0
4744	-200000	-200000	0
4745	-200000	-200000	0
4746	-200000	-200000	0
4747	1372940	279947	0
4748	1448579	753933	0
4749	-173438	-173438	0
4750	6962502	6962502	0
4751	1927779	1146194	0
4752	-175000	-175000	0
4753	-156000	-156000	0
4754	-3388	-3388	0
4755	-127908	-127908	0
4756	15050000	15050000	0
4757	23188122	9289923	0
4758	3120128	2741288	0
4759	-39281	-39281	0
4760	-142807	-142807	0
4761	-150000	-150000	0
4762	-150000	-150000	0
4763	-150000	-150000	0
4764	-150000	-150000	0
4765	-150000	-150000	0
4766	26432439	26432439	0
4767	6337936	6337936	0
4768	294448	273015	0
4769	7866000	3866000	0
4770	-125000	-125000	0
4771	2970593	1477486	0
4772	-120000	-120000	0
4773	29886000	11886000	0
4774	10890000	9890000	0
4775	-86863	-86863	0
4776	10143159	10078331	0
4777	6900000	6900000	0
4778	5128617	5128617	0
4779	2900000	2900000	0
4780	6013025	2543689	0
4781	187000	187000	0
4782	10536	10536	0
4783	-40576	-40576	0
4784	-79944	-79944	0
4785	-98642	-98642	0
4786	-100000	-100000	0
4787	-100000	-100000	0
4788	-100000	-100000	0
4789	-100000	-100000	0
4790	-100000	-100000	0
4791	-100000	-100000	0
4792	-100000	-100000	0
4793	-100000	-100000	0
4794	3013000	3013000	0
4795	-75000	-75000	0
4796	-39688	-39688	0
4797	-65070	-65070	0
4798	-70000	-70000	0
4799	4606331	3148970	0
4800	-34402	-34402	0
4801	532051	470767	0
4802	22168808	11464368	0
4803	-55083	-55083	0
4804	-60000	-60000	0
4805	-55000	-55000	0
4806	10152068	10152068	0
4807	2285352	2285352	0
4808	374149	341674	0
4809	356299	201150	0
4810	-50000	-50000	0
4811	-50000	-50000	0
4812	-50000	-50000	0
4813	-50000	-50000	0
4814	-45000	-45000	0
4815	2009804	1297271	0
4816	300722	199816	0
4817	-42000	-42000	0
4818	237233	237233	0
4819	-14428	-14428	0
4820	-36368	-36368	0
4821	286952	286952	0
4822	-35000	-35000	0
4823	-35000	-35000	0
4824	213768	213768	0
4825	73509	73509	0
4826	52698	47070	0
4827	-20188	-20188	0
4828	-30000	-30000	0
4829	3646138	2825326	0
4830	-18769	-18769	0
4831	44975000	44975000	0
4832	2831622	2831622	0
4833	170043	170043	0
4834	-25000	-25000	0
4835	-25000	-25000	0
4836	-25000	-25000	0
4837	1204508	1204508	0
4838	-22000	-22000	0
4839	-20000	-20000	0
4840	-20000	-20000	0
4841	-20000	-20000	0
4842	-17300	-17300	0
4843	180254	179523	0
4844	100592	100592	0
4845	-15000	-15000	0
4846	401802	401802	0
4847	-10664	-10664	0
4848	-12000	-12000	0
4849	663780	663780	0
4850	128711	128711	0
4851	84596	84596	0
4852	-8013	-8013	0
4853	-9473	-9473	0
4854	-9599	-9599	0
4855	-10000	-10000	0
4856	-4416	-4416	0
4857	2034928	2033920	0
4858	834926	417760	0
4859	64644	63071	0
4860	-6100	-6100	0
4861	230718	38705	0
4862	-3662	-3662	0
4863	6476	6476	0
4864	179941	179941	0
4865	0	0	0
